"S11 Log Mag"
"Frequency (Hz)","dB",
3603000000, -2.344137e+000,
3604000000, -2.351270e+000,
3605000000, -2.363335e+000,
3606000000, -2.374451e+000,
3607000000, -2.380254e+000,
3608000000, -2.385649e+000,
3609000000, -2.393044e+000,
3610000000, -2.398212e+000,
3611000000, -2.401339e+000,
3612000000, -2.401387e+000,
3613000000, -2.405759e+000,
3614000000, -2.412114e+000,
3615000000, -2.415345e+000,
3616000000, -2.418243e+000,
3617000000, -2.420760e+000,
3618000000, -2.425117e+000,
3619000000, -2.424112e+000,
3620000000, -2.435913e+000,
3621000000, -2.435609e+000,
3622000000, -2.442431e+000,
3623000000, -2.453899e+000,
3624000000, -2.457760e+000,
3625000000, -2.461716e+000,
3626000000, -2.461738e+000,
3627000000, -2.468509e+000,
3628000000, -2.470031e+000,
3629000000, -2.471545e+000,
3630000000, -2.473894e+000,
3631000000, -2.474015e+000,
3632000000, -2.474907e+000,
3633000000, -2.474305e+000,
3634000000, -2.473538e+000,
3635000000, -2.469376e+000,
3636000000, -2.464663e+000,
3637000000, -2.463638e+000,
3638000000, -2.458790e+000,
3639000000, -2.457079e+000,
3640000000, -2.452388e+000,
3641000000, -2.450438e+000,
3642000000, -2.448776e+000,
3643000000, -2.451281e+000,
3644000000, -2.448719e+000,
3645000000, -2.456614e+000,
3646000000, -2.456539e+000,
3647000000, -2.463667e+000,
3648000000, -2.474766e+000,
3649000000, -2.477502e+000,
3650000000, -2.488508e+000,
3651000000, -2.501716e+000,
3652000000, -2.510341e+000,
3653000000, -2.520758e+000,
3654000000, -2.532409e+000,
3655000000, -2.536741e+000,
3656000000, -2.547874e+000,
3657000000, -2.554432e+000,
3658000000, -2.557278e+000,
3659000000, -2.562314e+000,
3660000000, -2.564762e+000,
3661000000, -2.563779e+000,
3662000000, -2.563629e+000,
3663000000, -2.565349e+000,
3664000000, -2.568315e+000,
3665000000, -2.570297e+000,
3666000000, -2.574118e+000,
3667000000, -2.579355e+000,
3668000000, -2.585173e+000,
3669000000, -2.591909e+000,
3670000000, -2.593277e+000,
3671000000, -2.593957e+000,
3672000000, -2.602952e+000,
3673000000, -2.607898e+000,
3674000000, -2.609704e+000,
3675000000, -2.613143e+000,
3676000000, -2.608953e+000,
3677000000, -2.617817e+000,
3678000000, -2.620564e+000,
3679000000, -2.623357e+000,
3680000000, -2.625033e+000,
3681000000, -2.625527e+000,
3682000000, -2.626619e+000,
3683000000, -2.624835e+000,
3684000000, -2.623222e+000,
3685000000, -2.619309e+000,
3686000000, -2.618784e+000,
3687000000, -2.614896e+000,
3688000000, -2.612843e+000,
3689000000, -2.610015e+000,
3690000000, -2.607881e+000,
3691000000, -2.608536e+000,
3692000000, -2.607765e+000,
3693000000, -2.609725e+000,
3694000000, -2.608305e+000,
3695000000, -2.609670e+000,
3696000000, -2.612314e+000,
3697000000, -2.615212e+000,
3698000000, -2.620684e+000,
3699000000, -2.626353e+000,
3700000000, -2.634677e+000,
3701000000, -2.637371e+000,
3702000000, -2.648045e+000,
3703000000, -2.654430e+000,
3704000000, -2.664160e+000,
3705000000, -2.672940e+000,
3706000000, -2.681511e+000,
3707000000, -2.690937e+000,
3708000000, -2.702337e+000,
3709000000, -2.702467e+000,
3710000000, -2.712667e+000,
3711000000, -2.716605e+000,
3712000000, -2.725115e+000,
3713000000, -2.725050e+000,
3714000000, -2.729578e+000,
3715000000, -2.739013e+000,
3716000000, -2.745111e+000,
3717000000, -2.746603e+000,
3718000000, -2.746713e+000,
3719000000, -2.755255e+000,
3720000000, -2.756834e+000,
3721000000, -2.764248e+000,
3722000000, -2.769277e+000,
3723000000, -2.769370e+000,
3724000000, -2.774332e+000,
3725000000, -2.779330e+000,
3726000000, -2.780228e+000,
3727000000, -2.781601e+000,
3728000000, -2.782692e+000,
3729000000, -2.787126e+000,
3730000000, -2.785723e+000,
3731000000, -2.783441e+000,
3732000000, -2.782069e+000,
3733000000, -2.782095e+000,
3734000000, -2.774937e+000,
3735000000, -2.774836e+000,
3736000000, -2.775718e+000,
3737000000, -2.770999e+000,
3738000000, -2.765391e+000,
3739000000, -2.766074e+000,
3740000000, -2.766965e+000,
3741000000, -2.765310e+000,
3742000000, -2.761165e+000,
3743000000, -2.762481e+000,
3744000000, -2.763799e+000,
3745000000, -2.760438e+000,
3746000000, -2.756829e+000,
3747000000, -2.759110e+000,
3748000000, -2.752578e+000,
3749000000, -2.754130e+000,
3750000000, -2.748536e+000,
3751000000, -2.750459e+000,
3752000000, -2.757349e+000,
3753000000, -2.760472e+000,
3754000000, -2.767019e+000,
3755000000, -2.775415e+000,
3756000000, -2.784447e+000,
3757000000, -2.790965e+000,
3758000000, -2.799259e+000,
3759000000, -2.809059e+000,
3760000000, -2.816837e+000,
3761000000, -2.820581e+000,
3762000000, -2.825686e+000,
3763000000, -2.832850e+000,
3764000000, -2.834081e+000,
3765000000, -2.831674e+000,
3766000000, -2.840570e+000,
3767000000, -2.844926e+000,
3768000000, -2.847249e+000,
3769000000, -2.853399e+000,
3770000000, -2.861455e+000,
3771000000, -2.865944e+000,
3772000000, -2.872036e+000,
3773000000, -2.874753e+000,
3774000000, -2.880569e+000,
3775000000, -2.887321e+000,
3776000000, -2.888949e+000,
3777000000, -2.892986e+000,
3778000000, -2.900022e+000,
3779000000, -2.902807e+000,
3780000000, -2.911760e+000,
3781000000, -2.918779e+000,
3782000000, -2.923229e+000,
3783000000, -2.929938e+000,
3784000000, -2.933433e+000,
3785000000, -2.937442e+000,
3786000000, -2.939527e+000,
3787000000, -2.939775e+000,
3788000000, -2.939312e+000,
3789000000, -2.939907e+000,
3790000000, -2.939101e+000,
3791000000, -2.937459e+000,
3792000000, -2.938626e+000,
3793000000, -2.932665e+000,
3794000000, -2.933346e+000,
3795000000, -2.928659e+000,
3796000000, -2.929483e+000,
3797000000, -2.925792e+000,
3798000000, -2.920624e+000,
3799000000, -2.923914e+000,
3800000000, -2.918517e+000,
3801000000, -2.915282e+000,
3802000000, -2.913097e+000,
3803000000, -2.911023e+000,
3804000000, -2.920124e+000,
3805000000, -2.916268e+000,
